"hpi_type","hpi_flavor","level","place_name","place_id","yr","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","quarter_2","quarter_3","quarter_4","quarter_1"
"traditional","all-transactions","MSA","Boulder, CO","14500","1990",,,,,,,,,,,,,"64.23","64.56","65.24","64.51"
"traditional","all-transactions","MSA","Boulder, CO","14500","1991",,,,,,,,,,,,,"67.07","68.60","70.05","66.76"
"traditional","all-transactions","MSA","Boulder, CO","14500","1992",,,,,,,,,,,,,"74.26","75.87","78.30","71.17"
"traditional","all-transactions","MSA","Boulder, CO","14500","1993",,,,,,,,,,,,,"83.01","85.76","88.27","80.53"
"traditional","all-transactions","MSA","Boulder, CO","14500","1994",,,,,,,,,,,,,"96.84","99.04","99.22","92.59"
"traditional","all-transactions","MSA","Boulder, CO","14500","1995",,,,,,,,,,,,,"102.91","104.07","105.23","100.00"
"traditional","all-transactions","MSA","Boulder, CO","14500","1996",,,,,,,,,,,,,"106.81","107.12","109.89","105.84"
"traditional","all-transactions","MSA","Boulder, CO","14500","1997",,,,,,,,,,,,,"111.34","112.92","114.89","109.94"
"traditional","all-transactions","MSA","Boulder, CO","14500","1998",,,,,,,,,,,,,"117.46","120.21","121.81","116.47"
"traditional","all-transactions","MSA","Boulder, CO","14500","1999",,,,,,,,,,,,,"128.83","135.16","137.38","124.16"
"traditional","all-transactions","MSA","Boulder, CO","14500","2000",,,,,,,,,,,,,"149.67","154.80","157.78","143.64"
"traditional","all-transactions","MSA","Boulder, CO","14500","2001",,,,,,,,,,,,,"166.47","171.35","171.69","162.96"
"traditional","all-transactions","MSA","Boulder, CO","14500","2002",,,,,,,,,,,,,"174.96","176.85","177.91","173.34"
"traditional","all-transactions","MSA","Boulder, CO","14500","2003",,,,,,,,,,,,,"178.02","178.37","179.24","177.83"
"traditional","all-transactions","MSA","Boulder, CO","14500","2004",,,,,,,,,,,,,"182.06","184.66","185.74","179.89"
"traditional","all-transactions","MSA","Boulder, CO","14500","2005",,,,,,,,,,,,,"190.89","193.51","192.51","188.86"
"traditional","all-transactions","MSA","Boulder, CO","14500","2006",,,,,,,,,,,,,"195.50","194.83","196.19","193.46"
"traditional","all-transactions","MSA","Boulder, CO","14500","2007",,,,,,,,,,,,,"197.90","197.96","199.62","196.00"
"traditional","all-transactions","MSA","Boulder, CO","14500","2008",,,,,,,,,,,,,"200.39","199.82","200.71","200.82"
"traditional","all-transactions","MSA","Boulder, CO","14500","2009",,,,,,,,,,,,,"200.14","197.65","197.73","202.24"
"traditional","all-transactions","MSA","Boulder, CO","14500","2010",,,,,,,,,,,,,"195.41","197.59","197.44","196.15"
"traditional","all-transactions","MSA","Boulder, CO","14500","2011",,,,,,,,,,,,,"191.98","193.56","195.09","192.15"
"traditional","all-transactions","MSA","Boulder, CO","14500","2012",,,,,,,,,,,,,"194.90","197.98","199.15","195.47"
"traditional","all-transactions","MSA","Boulder, CO","14500","2013",,,,,,,,,,,,,"206.08","211.10","211.92","201.35"
"traditional","all-transactions","MSA","Boulder, CO","14500","2014",,,,,,,,,,,,,"223.37","228.03","230.71","216.49"
"traditional","all-transactions","MSA","Boulder, CO","14500","2015",,,,,,,,,,,,,"245.11","256.38","261.30","234.71"
"traditional","all-transactions","MSA","Boulder, CO","14500","2016",,,,,,,,,,,,,"278.12","283.78","288.51","266.86"
"traditional","all-transactions","MSA","Boulder, CO","14500","2017",,,,,,,,,,,,,"306.06","305.08","310.93","295.23"
"traditional","all-transactions","MSA","Boulder, CO","14500","2018",,,,,,,,,,,,,"326.26","330.21","332.28","317.17"
"traditional","all-transactions","MSA","Boulder, CO","14500","2019",,,,,,,,,,,,,"338.41","339.46","341.57","334.64"
"traditional","all-transactions","MSA","Boulder, CO","14500","2020",,,,,,,,,,,,,"344.18","348.93","355.03","343.94"
"traditional","all-transactions","MSA","Boulder, CO","14500","2021",,,,,,,,,,,,,"386.21","409.30","415.17","358.25"
"traditional","all-transactions","MSA","Boulder, CO","14500","2022",,,,,,,,,,,,,"478.84","469.78",,"437.75"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1986",,,,,,,,,,,,,,,"68.96",
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1987",,,,,,,,,,,,,"70.89","74.07","70.15","70.57"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1988",,,,,,,,,,,,,"69.70","71.99","73.64","72.13"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1989",,,,,,,,,,,,,"73.17","75.85","73.00","73.31"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1990",,,,,,,,,,,,,"75.83","75.90","78.19","74.65"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1991",,,,,,,,,,,,,"77.69","79.42","79.37","79.13"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1992",,,,,,,,,,,,,"79.59","81.56","82.25","79.14"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1993",,,,,,,,,,,,,"84.65","85.61","87.62","83.29"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1994",,,,,,,,,,,,,"92.80","93.60","95.11","89.99"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1995",,,,,,,,,,,,,"100.42","102.28","105.46","100.00"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1996",,,,,,,,,,,,,"104.69","105.70","107.59","104.03"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1997",,,,,,,,,,,,,"108.23","110.57","111.39","107.33"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1998",,,,,,,,,,,,,"113.16","114.30","115.48","112.55"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","1999",,,,,,,,,,,,,"116.45","116.68","117.55","115.82"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2000",,,,,,,,,,,,,"118.93","118.73","119.92","118.00"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2001",,,,,,,,,,,,,"123.83","124.49","126.05","123.16"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2002",,,,,,,,,,,,,"125.82","127.88","128.98","125.82"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2003",,,,,,,,,,,,,"130.23","131.27","131.87","128.80"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2004",,,,,,,,,,,,,"134.35","134.62","138.19","134.20"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2005",,,,,,,,,,,,,"141.75","145.23","146.02","139.87"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2006",,,,,,,,,,,,,"146.65","147.09","148.62","147.10"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2007",,,,,,,,,,,,,"150.15","150.42","150.99","149.86"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2008",,,,,,,,,,,,,"153.11","150.20","152.36","152.77"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2009",,,,,,,,,,,,,"152.48","151.39","151.42","152.90"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2010",,,,,,,,,,,,,"149.19","152.44","151.99","149.28"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2011",,,,,,,,,,,,,"148.66","151.95","151.39","148.83"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2012",,,,,,,,,,,,,"151.09","152.64","153.45","150.76"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2013",,,,,,,,,,,,,"152.30","155.81","152.42","155.48"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2014",,,,,,,,,,,,,"154.71","155.88","156.84","154.26"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2015",,,,,,,,,,,,,"160.98","163.72","163.61","161.15"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2016",,,,,,,,,,,,,"165.50","168.99","172.80","164.44"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2017",,,,,,,,,,,,,"179.48","180.93","183.79","171.25"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2018",,,,,,,,,,,,,"186.32","186.18","187.77","181.75"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2019",,,,,,,,,,,,,"192.39","194.83","194.95","189.25"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2020",,,,,,,,,,,,,"198.04","200.29","202.86","196.00"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2021",,,,,,,,,,,,,"216.81","229.15","240.65","206.39"
"traditional","all-transactions","MSA","Bowling Green, KY","14540","2022",,,,,,,,,,,,,"258.66","268.25",,"245.88"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1979",,,,,,,,,,,,,,"50.39","48.87",
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1980",,,,,,,,,,,,,"49.19","52.49","55.13","53.52"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1981",,,,,,,,,,,,,"57.41","57.56","58.92","51.38"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1982",,,,,,,,,,,,,"59.09","57.86","58.91","58.43"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1983",,,,,,,,,,,,,"55.34","58.26","57.55","59.17"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1984",,,,,,,,,,,,,"57.88","57.63","58.75","57.30"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1985",,,,,,,,,,,,,"57.77","57.45","58.62","60.05"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1986",,,,,,,,,,,,,"59.08","58.74","59.48","57.59"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1987",,,,,,,,,,,,,"59.24","58.32","58.79","58.80"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1988",,,,,,,,,,,,,"60.40","60.39","59.95","59.12"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1989",,,,,,,,,,,,,"63.70","68.36","70.17","63.02"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1990",,,,,,,,,,,,,"77.02","80.04","80.78","72.62"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1991",,,,,,,,,,,,,"86.62","89.15","90.62","85.09"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1992",,,,,,,,,,,,,"92.11","94.30","95.22","91.40"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1993",,,,,,,,,,,,,"97.10","97.57","98.62","96.62"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1994",,,,,,,,,,,,,"100.10","99.98","100.72","100.16"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1995",,,,,,,,,,,,,"101.57","102.85","105.09","100.00"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1996",,,,,,,,,,,,,"104.38","104.38","105.25","106.60"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1997",,,,,,,,,,,,,"104.22","106.98","106.76","106.06"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1998",,,,,,,,,,,,,"108.91","112.11","112.00","109.31"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","1999",,,,,,,,,,,,,"114.05","115.00","115.81","113.21"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2000",,,,,,,,,,,,,"119.37","120.78","123.50","119.11"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2001",,,,,,,,,,,,,"127.65","128.94","130.79","126.76"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2002",,,,,,,,,,,,,"135.53","137.54","139.49","132.51"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2003",,,,,,,,,,,,,"142.29","145.59","150.13","140.89"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2004",,,,,,,,,,,,,"159.15","169.17","174.18","154.26"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2005",,,,,,,,,,,,,"189.34","200.52","208.75","180.19"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2006",,,,,,,,,,,,,"227.17","233.48","237.51","220.75"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2007",,,,,,,,,,,,,"241.32","242.47","243.01","241.45"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2008",,,,,,,,,,,,,"235.32","226.78","222.91","240.06"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2009",,,,,,,,,,,,,"212.17","206.68","201.89","221.09"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2010",,,,,,,,,,,,,"198.13","200.26","193.49","200.06"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2011",,,,,,,,,,,,,"184.21","185.91","185.69","189.81"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2012",,,,,,,,,,,,,"178.43","178.69","179.85","180.34"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2013",,,,,,,,,,,,,"179.43","181.80","180.43","181.28"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2014",,,,,,,,,,,,,"184.85","189.87","194.41","182.43"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2015",,,,,,,,,,,,,"201.55","209.63","215.97","195.38"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2016",,,,,,,,,,,,,"223.03","230.83","233.44","210.54"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2017",,,,,,,,,,,,,"244.34","252.27","254.93","237.87"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2018",,,,,,,,,,,,,"273.76","280.71","277.61","263.95"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2019",,,,,,,,,,,,,"290.24","293.33","300.46","284.28"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2020",,,,,,,,,,,,,"310.27","317.40","325.28","304.97"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2021",,,,,,,,,,,,,"360.80","382.32","392.23","338.71"
"traditional","all-transactions","MSA","Bremerton-Silverdale-Port Orchard, WA","14740","2022",,,,,,,,,,,,,"440.69","433.54",,"408.61"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1976",,,,,,,,,,,,,,"30.60","30.73",
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1977",,,,,,,,,,,,,"30.55","32.44","32.65","29.97"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1978",,,,,,,,,,,,,"36.00","39.89","40.67","33.83"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1979",,,,,,,,,,,,,"42.50","44.54","43.92","43.34"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1980",,,,,,,,,,,,,"45.18","45.25","45.52","46.26"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1981",,,,,,,,,,,,,"48.16","51.96","50.32","46.23"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1982",,,,,,,,,,,,,"50.92","49.16","49.99","50.17"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1983",,,,,,,,,,,,,"51.84","53.10","53.77","51.84"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1984",,,,,,,,,,,,,"60.48","63.75","64.63","57.45"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1985",,,,,,,,,,,,,"72.90","75.93","80.90","68.23"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1986",,,,,,,,,,,,,"92.65","100.06","106.76","84.30"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1987",,,,,,,,,,,,,"113.40","116.09","115.60","111.59"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1988",,,,,,,,,,,,,"114.31","114.56","113.21","116.81"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1989",,,,,,,,,,,,,"112.26","111.20","111.87","113.26"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1990",,,,,,,,,,,,,"105.91","105.79","102.09","110.33"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1991",,,,,,,,,,,,,"101.69","102.08","102.45","101.74"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1992",,,,,,,,,,,,,"102.44","103.12","103.43","103.13"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1993",,,,,,,,,,,,,"103.05","103.22","103.58","102.09"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1994",,,,,,,,,,,,,"101.82","101.48","100.50","103.15"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1995",,,,,,,,,,,,,"101.67","103.69","104.73","100.00"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1996",,,,,,,,,,,,,"104.57","104.82","104.73","106.23"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1997",,,,,,,,,,,,,"107.52","107.92","109.24","106.44"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1998",,,,,,,,,,,,,"112.89","114.86","116.41","112.19"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","1999",,,,,,,,,,,,,"121.57","124.84","125.39","119.29"
"traditional","all-transactions","MSA","Bridgeport-Stamford-Norwalk, CT","14860","2000",,,,,,,,,,,,,"134.77","138.63","140.23","130.67"
